date,id,title,countries,keywords,languages,outlets
2020-03-03,https://euvsdisinfo.eu/report/amsterdam-may-use-coronavirus-to-commit-frauds-against-russia-in-the-mh17-trial/,Amsterdam may use coronavirus to commit frauds against Russia in the MH17 trial,Russia+The Netherlands,coronavirus+MH17,Russian,
2020-03-03,https://euvsdisinfo.eu/report/the-us-is-the-main-global-sponsor-of-terrorism/,The US is the main global sponsor of terrorism,Libya+US+Syria,Terrorism financing+Syrian War+Terrorism,Russian,
2020-03-02,https://euvsdisinfo.eu/report/washington-is-testing-options-for-invading-the-kaliningrad-region/,Washington is testing options for invading the Kaliningrad region,Russia+US,Defender Europe 2020+Kaliningrad+Military+Encircling Russia+Military exercise+NATO,Russian,
2020-03-02,https://euvsdisinfo.eu/report/euromaidan-was-a-coup-detat-carried-out-by-oligarchs/,Euromaidan was a coup d'état carried out by oligarchs,Ukraine,Coup+Euromaidan+Conspiracy,Russian,
2020-03-02,https://euvsdisinfo.eu/report/ukraine-is-a-quasi-state-with-failed-economy/,Ukraine is a quasi-state with failed economy,Ukraine,Ukraine+economy+Abandoned Ukraine+Ukrainian disintegration+Economic difficulties,Russian,
2020-03-02,https://euvsdisinfo.eu/report/rt-france-is-a-french-press-group/,RT France is a French press group,Russia+France,Russia Today (RT)+Freedom of speech+Russophobia,French,
2020-03-02,https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse/,"Western liberal civilisation is decadent, materialistic, hedonistic and perverse",Iran+USSR,Religion+Mikhail Gorbachev+Western values+Vladimir Putin+LGBT,English+Italian+Spanish+Castilian,
2020-03-02,https://euvsdisinfo.eu/report/coronavirus-is-a-classic-example-of-hybrid-warfare/,Coronavirus is a classic example of hybrid warfare,Armenia,coronavirus+Hybrid war+Secret elites / global elites+Conspiracy,Russian,
2020-03-02,https://euvsdisinfo.eu/report/coronavirus-chooses-difficult-countries/,Coronavirus chooses difficult countries,Italy+Iran+China,coronavirus+Conspiracy theory+economy+Biological weapons,Armenian,
2020-03-02,https://euvsdisinfo.eu/report/turkey-might-be-hiding-the-truth-about-coronavirus/,Turkey might be hiding the truth about coronavirus,Turkey,coronavirus,Russian,
2020-03-02,https://euvsdisinfo.eu/report/most-of-turkey-is-russophobic-except-for-the-beach-resorts/,Most of Turkey is Russophobic except for the beach resorts,Turkey,coronavirus+Russophobia,Russian,
2020-03-02,https://euvsdisinfo.eu/report/mh17-crashed-due-to-an-explosion-on-board/,MH17 crashed due to an explosion on board,Hungary,MH17,Hungarian,
2020-03-02,https://euvsdisinfo.eu/report/ukraine-is-run-by-pro-eu-oligarchic-nazis-supported-by-the-us/,Ukraine is run by pro-EU oligarchic Nazis supported by the US,Russia+Ukraine+US+Germany,WWII+Puppets+Russophobia+NATO+Ukrainian statehood+Nazi/Fascist,Russian,
2020-03-02,https://euvsdisinfo.eu/report/turkey-and-estonia-refusing-sputniks-reporting/,Turkey and Estonia refuse Sputnik's reporting,Turkey+Russia+Estonia,Censorship+Dmitry Kiselyov+Sanctions+Sputnik,Arabic,
2020-03-02,https://euvsdisinfo.eu/report/nstead-of-the-day-of-victory-ukraine-will-celebrate-the-birthdays-of-ukrainian-nazis-and-collaborators-of-nazi-germany/,Ukraine will celebrate the birthdays of Nazis instead of Victory Day,Ukraine,World War 2+Ukraine+Nazi/Fascist,Russian,
2020-03-02,https://euvsdisinfo.eu/report/norway-and-the-eu-infringe-on-the-rights-of-crimeans-said-the-norwegian-deputy/,Norway infringes on the rights of Crimeans,Norway+Russia,Diplomacy with Russia+Occupation+Crimea,Russian+Belarusian,
2020-03-02,https://euvsdisinfo.eu/report/moldova-and-armenia-are-subjected-to-total-aggression-by-the-george-soros-monster/,Moldova and Armenia are subjected to total aggression by the George Soros monster,Armenia+Moldova,Conspiracy theory+George Soros,Romanian,
2020-03-02,https://euvsdisinfo.eu/report/ukraine-allows-14-year-olds-to-change-their-sex-without-parents-consent/,Ukraine allows 14-year-olds to change their sex without parental consent,Ukraine,legislation+Western values+Ukrainian disintegration+LGBT,Georgian+Russian,
2020-03-02,https://euvsdisinfo.eu/report/defender-2020-is-a-test-to-invade-kaliningrad-region/,Defender 2020 is a test to invade Kaliningrad region,Russia,Defender Europe 2020+Military,Russian,
2020-03-01,https://euvsdisinfo.eu/report/the-soros-galaxy-is-considered-a-derivative-of-the-cia-and-the-us-state-department/,The Soros network is a derivative of the CIA and the US State Department,Moldova+US,NATO+CIA+George Soros,Romanian,
2020-03-01,https://euvsdisinfo.eu/report/weinsteins-conviction-resembled-a-stalinist-show-trial/,Weinstein's conviction resembled a Stalinist show trial,US,Western values+Media+Joseph Stalin,Russian,
2020-03-01,https://euvsdisinfo.eu/report/pope-francis-gets-coronavirus/,Pope Francis gets coronavirus,Vatican,coronavirus+Pope Francis,Russian,
2020-03-01,https://euvsdisinfo.eu/report/because-of-nato-the-czech-army-cannot-defend-czech-citizens/,"Because of NATO, the Czech Army cannot defend Czech citizens",Czech Republic,security threat+Military+NATO,Polish,
2020-03-01,https://euvsdisinfo.eu/report/the-eu-is-a-crazy-moloch-its-dictate-starts-to-be-unacceptable/,The EU is a crazy Moloch – its dictate starts to be unacceptable,Czech Republic,EU+EU disintegration+Brexit+Democracy+Sovereignty,Polish,
2020-03-01,https://euvsdisinfo.eu/report/ukraine-recognized-the-russian-status-of-crimea-and-the-independence-of-ldnr/,Ukraine recognised the Russian status of Crimea and the independence of LDNR,Russia+Ukraine,illegal annexation+Occupation+War in Ukraine+Donbas+Crimea,Russian,
2020-02-29,https://euvsdisinfo.eu/report/coronavirus-epidemic-turned-into-an-information-warfare-tool/,Coronavirus epidemic turned into an information warfare tool,Russia,coronavirus+Conspiracy theory,Russian,
2020-02-29,https://euvsdisinfo.eu/report/the-coup-in-ukraine-resulted-in-destroyed-economy/,The coup in Ukraine resulted in destroyed economy,Ukraine,economy+Euromaidan,Russian,
2020-02-29,https://euvsdisinfo.eu/report/activists-claimed-hundred-of-thousands-participating-in-march-in-memory-of-boris-nemtsov/,Activists claimed hundreds of thousands participating in march in memory of Boris Nemtsov,Russia,Boris Nemtsov,Russian,
2020-02-29,https://euvsdisinfo.eu/report/europe-justifies-the-munich-agreement-with-hitler/,Europe justifies the Munich Agreement with Hitler,UK+Russia,Molotov-Ribbentrop Pact+USSR+Historical revisionism+WWII,Russian,
2020-02-29,https://euvsdisinfo.eu/report/germany-admitted-that-they-lied-about-coronavirus/,Germany admitted that they lied about coronavirus,Germany,coronavirus+Conspiracy theory,Russian,
2020-02-29,https://euvsdisinfo.eu/report/ukraine-refused-to-celebrate-victory-day-this-is-russophobia/,Ukraine is Russophobic and refused to celebrate Victory Day,Ukraine,WWII+Russophobia+Nazi/Fascist,Russian,
2020-02-29,https://euvsdisinfo.eu/report/ukrainian-authorities-betrayed-the-memory-of-the-wwii-veterans/,Ukrainian authorities betrayed the memory of WWII veterans,Ukraine,USSR+Historical revisionism+WWII,Russian,
2020-02-29,https://euvsdisinfo.eu/report/germany-is-not-ready-to-face-coronavirus-because-of-the-lack-of-doctors/,"Germany is not ready to face coronavirus, because it lacks doctors",Germany,coronavirus,Russian,
2020-02-29,https://euvsdisinfo.eu/report/pending-check-during-the-migration-crisis-angela-merkel-lied-that-migrants-are-mostly-children-and-mothers/,Angela Merkel lied that migrants are mostly children and mothers,Germany,Migration crisis+Angela Merkel,Russian,
2020-02-28,https://euvsdisinfo.eu/report/coronavirus-is-a-new-biological-weapon-against-the-chinese-as-china-is-the-main-competitor-of-the-us/,Coronavirus is a new biological weapon against the Chinese,China+US,coronavirus+Conspiracy theory+Lugar Laboratory+laboratory+Biological weapons+Conspiracy+Nazi/Fascist,Armenian,
2020-02-28,https://euvsdisinfo.eu/report/jackie-chan-gets-coronavirus/,Jackie Chan gets coronavirus,China,coronavirus,Russian,
2020-02-28,https://euvsdisinfo.eu/report/coronavirus-is-found-in-countries-who-want-to-coop-with-russia/,Coronavirus is found in countries which want to cooperate with Russia,Italy+China+Russia+France,coronavirus+EU+NATO+Conspiracy+Sanctions,Armenian,
2020-02-28,https://euvsdisinfo.eu/report/nato-spreads-the-coronavirus-in-the-eu/,NATO spreads the coronavirus in the EU,Russia+US,coronavirus+EU+Anti-Russian+NATO,Bulgarian,
2020-02-28,https://euvsdisinfo.eu/report/us-citizen-reveals-truth-his-country-created-crisis-ukraine/,A US citizen reveals the truth about how his country created the crisis in Ukraine,Russia+Ukraine+US,gas+EU/NATO enlargement+Donbas+NATO+Euromaidan+Petro Poroshenko,Spanish+Castilian,
2020-02-27,https://euvsdisinfo.eu/report/crimea-always-has-been-russian-since-the-1950s/,Crimea always has been Russian,USSR+Russia+Ukraine,illegal annexation+Manipulated elections/referendum+Referendum+Crimea,Arabic,
2020-02-27,https://euvsdisinfo.eu/report/the-granting-of-autocephaly-to-ukraine-was-an-unlawful-patriarch-bartholomews-demarche/,The granting of autocephaly to Ukraine was an unlawful 'démarche' by Patriarch Bartholomew,Russia+Ukraine,autocephaly+Orthodox Church,Russian+Ukrainian,
2020-02-27,https://euvsdisinfo.eu/report/coronavirus-american-creation-with-selective-targeting-abilities/,Coronavirus an Anglo-Saxon biological warning: originates in US labs; targets opponents of the US,Italy+Iran+China+US+Georgia,coronavirus+Conspiracy theory+Lugar Laboratory+Virus / bacteria threat+Biological weapons+Encircling Russia+Destabilising Russia,Arabic,
2020-02-27,https://euvsdisinfo.eu/report/2011s-movie-contagion-is-a-perfect-clue-that-coronavirus-is-american/,Movie “Contagion” is a perfect clue that coronavirus is American,China+US,coronavirus,Arabic,
2020-02-27,https://euvsdisinfo.eu/report/trump-ordered-250-us-soldiers-to-spread-coronavirus/,Trump ordered 250 US soldiers to spread Coronavirus two months before the virus outbreak in Wuhan,China+US,coronavirus+Conspiracy theory+Biological weapons+Conspiracy,Arabic,
2020-02-27,https://euvsdisinfo.eu/report/the-usa-promotes-the-cult-of-nazi-collaborators-throughout-eastern-europe-in-order-to-spread-its-military-presence-in-the-region/,The USA promotes the cult of Nazi collaborators throughout Eastern Europe to spread its military presence in the region,Ukraine+Baltic states+US+Poland,Conspiracy theory+US presence in Europe+Adolf Hitler+Russophobia+NATO+Nazi/Fascist,Polish,
2020-02-27,https://euvsdisinfo.eu/report/poland-will-pay-to-the-united-states-as-much-as-it-demands/,The USA wants to improve the financial situation of their military industrial complex at the expense of Poland,US+Poland,Imperialism/colonialism+US presence in Europe+Puppets+Sovereignty,Polish,
2020-02-27,https://euvsdisinfo.eu/report/defender-2020-is-an-anti-russian-provocation-they-will-be-used-by-poland-to-intimidate-the-poles-with-an-alleged-russian-threat/,Defender 2020 is an anti-Russian provocation used to intimidate the Poles with an alleged Russian threat,Russia+US+Poland,Defender Europe 2020+Military exercise+US presence in Europe+NATO,Polish,
2020-02-27,https://euvsdisinfo.eu/report/suppression-of-media-freedom-has-become-a-norm-in-the-baltic-states/,Suppression of media freedom is the norm in the Baltic States,Baltic states,Censorship+Freedom of speech+Sputnik,Russian,
2020-02-27,https://euvsdisinfo.eu/report/the-us-uses-terrorism-and-coronavirus-in-syria/,US uses terrorism and coronavirus in Syria,Turkey+US+Syria,coronavirus+Imperialism/colonialism+Syrian War+Terrorism+Conspiracy,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/white-helmets-performs-criminal-activities-and-is-an-arm-of-british-and-american-intelligence/,White Helmets carry out criminal activities and are an arm of British and American intelligence,Russia+Syria,Conspiracy theory+Douma+White Helmets+Chemical weapons/attack+Syrian War+Terrorism+The West,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/coronavirus-is-an-artificial-virus/,Coronavirus is an artificial virus,India+China+US,coronavirus+Donald Trump,Armenian,
2020-02-26,https://euvsdisinfo.eu/report/crimea-rejoined-the-embrace-of-russia/,Crimea rejoined the embrace of Russia,Russia+Ukraine,illegal annexation+Eastern Ukraine+Crimea,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/if-it-werent-for-stalin-france-wouldnt-be-one-of-the-great-nations/,"If it was not for Stalin, France wouldn’t be one of the great nations",USSR+Germany+France,United Nations+Russian superiority+WWII+Joseph Stalin,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/france-was-the-perfect-nazi-friend/,France was the perfect Nazi friend,Germany+France,Historical revisionism+WWII+Adolf Hitler+Nazi/Fascist,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/white-helmets-accusations-are-just-slanders/,Western intelligence supports the White helmets to launch a media war against Syria,UK+Syria,false flag+Douma+OPCW+White Helmets+Chemical weapons/attack+Propaganda+Syrian War+Terrorism,Arabic,
2020-02-26,https://euvsdisinfo.eu/report/the-baltic-states-ukraine-and-poland-re-edit-history-perusing-the-political-revanche-over-russia/,"The Baltic states, Ukraine and Poland revise history for political revenge against Russia",Russia+Ukraine+Baltic states+Poland,USSR+Anti-Russian+Historical revisionism+WWII+Russophobia+Nazi/Fascist,Polish,
2020-02-26,https://euvsdisinfo.eu/report/mh17-investigation-is-falling-apart/,MH17 investigation is falling apart,Russia+Ukraine+The Netherlands,Conspiracy+MH17,Russian,
2020-02-26,https://euvsdisinfo.eu/report/there-is-no-ukraine-only-ukrainism/,"There is no Ukraine, only Ukrainism as a disorder of the mind",Russia+Ukraine,Ukraine+Ukrainian disintegration+Ukrainian statehood,Russian,
2020-02-26,https://euvsdisinfo.eu/report/the-west-has-planned-the-total-destruction-of-syria/,The West has planned the total destruction of Syria,US+Syria,Conspiracy theory+Syrian War+Daesh,Italian,
2020-02-25,https://euvsdisinfo.eu/report/moscow-did-not-interfere-in-us-elections/,Moscow did not interfere in US elections,Russia+US,election meddling+Cyber+Information war+Elections,Arabic,
2020-02-25,https://euvsdisinfo.eu/report/kaliningrad-is-a-security-threat-to-nato/,"Kaliningrad is a ""security threat"" to NATO",Russia,Kaliningrad+Encircling Russia+Anti-Russian+Destabilising Russia+NATO,Arabic,
2020-02-25,https://euvsdisinfo.eu/report/accusations-of-russian-interference-in-us-elections-is-a-pr-campaign/,Accusations of Russian interference in US elections is a PR campaign,Russia+US,election meddling,Hungarian,
2020-02-25,https://euvsdisinfo.eu/report/the-istanbul-convention-invents-a-new-human-species/,The Istanbul Convention invents new human species,Romania+Moldova,Conspiracy theory+Council of Europe,Romanian,
2020-02-25,https://euvsdisinfo.eu/report/the-ep-resolution-on-remembrance-is-part-of-the-campaign-aimed-at-the-reduction-of-ussrs-role-in-wwii/,The EP Resolution aims to minimize the role of the USSR’s in WWII,Russia,Molotov-Ribbentrop Pact+European Parliament+USSR+Historical revisionism+WWII,Polish,
2020-02-25,https://euvsdisinfo.eu/report/russian-collusion-hoax-pushed-to-excuse-for-clintons-loss-election-fraud/,"Russian collusion hoax pushed to excuse for Clinton's loss, election fraud",Russia+US,election meddling+Robert Mueller+Manipulated elections/referendum+Hillary Clinton+Donald Trump+Corruption,English,
